national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
20,8.0,19,0,24,48,5,12,35,48,4,No,0,0.99,0.99,0,No,No,No,Yes,No,No
20,12.0,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
4,12.0,0,0,0,0,0,0,0,0,0,No,0,0.74,0.69,0,Yes,No,Yes,Yes,No,No
32,4.0,21,40,75,107,5,29,71,98,17,No,2,0.73,0.78,0,No,No,No,Yes,No,No
34,4.0,27,30,66,84,9,23,77,96,0,No,0,0.73,0.78,0,No,No,Yes,Yes,No,No
12,,0,0,0,0,0,0,0,0,2,No,0,-99.0,-99.0,0,Yes,No,No,No,No,No
9,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
21,12.0,0,0,0,6,0,4,10,25,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
84,,1,0,0,0,81,135,139,151,5,No,0,-99.0,-99.0,0,No,No,No,No,No,No
2,10.0,0,0,0,0,0,0,0,0,0,No,0,0.7,0.73,0,No,No,No,Yes,No,No
2997,8.0,0,4097,5094,8085,126,2146,3761,5896,735,No,890,0.83,0.84,0,No,No,No,Yes,No,No
782,8.0,6,4381,7766,11550,57,247,613,1037,131,No,514,0.73,0.7,0,No,No,No,Yes,No,No
79,8.0,100,492,792,1142,151,293,492,879,107,No,6,0.26,0.37,0,No,No,No,Yes,No,No
85,4.0,153,320,498,663,158,465,686,872,67,No,25,0.73,0.78,8,No,No,No,Yes,No,No
7504,12.0,291,3168,7776,11808,899,3703,7449,12323,900,No,0,0.91,0.95,0,No,No,No,Yes,No,No
145,8.0,0,0,0,0,1,2,3,6,0,No,0,1.0,0.9,0,Yes,No,No,Yes,No,No
76,8.0,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
170,8.0,59,122,243,401,61,164,359,535,51,No,0,0.98,0.97,0,No,No,No,Yes,No,No
9,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
51,8.0,0,0,0,0,5,10,11,19,3,No,0,1.0,0.99,0,No,No,No,Yes,No,No
1692,2.0,332,3578,7018,9838,771,2933,6647,10997,908,No,286,0.99,0.98,0,No,No,No,Yes,No,No
412,2.0,10,800,1280,1920,149,617,1208,1681,194,No,160,0.66,0.71,1,No,No,Yes,Yes,No,No
5,8.0,1,57,89,113,18,33,65,85,15,No,4,0.18,0.38,0,No,No,No,Yes,No,No
21,2.0,0,20,20,20,2,2,2,2,2,No,0,0.98,0.98,0,Yes,No,No,Yes,No,No
0,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,Yes,Yes,No,No
3,4.0,0,0,0,1,0,0,4,6,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
3,4.0,4,1,1,1,0,0,0,0,0,No,1,0.73,0.78,0,Yes,No,No,Yes,No,No
15,8.0,0,0,0,0,0,0,1,2,2,No,0,0.98,0.98,0,No,No,No,Yes,No,No
0,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
10,12.0,0,0,0,2,0,3,3,4,0,No,0,0.96,0.97,0,No,No,No,Yes,No,No
9,9.0,0,0,4,8,1,3,9,14,5,No,0,0.7,0.66,0,No,No,No,Yes,No,No
0,2.0,0,38,38,38,0,0,0,0,1,No,8,0.9,0.91,0,Yes,No,Yes,Yes,No,No
0,,0,0,0,0,0,0,0,2,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
46,,0,0,0,0,0,2,3,3,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
301,8.0,5,0,150,150,29,98,196,315,59,No,0,0.98,0.99,0,No,No,No,Yes,No,No
47,2.0,0,0,0,0,1,14,24,24,2,No,0,0.99,0.91,0,No,No,No,Yes,No,No
0,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,Yes,Yes,No,No
0,2.0,17,0,60,60,0,0,0,0,0,No,0,0.99,0.99,0,Yes,No,No,Yes,No,No
1,8.0,0,0,0,0,0,0,0,0,2,No,0,0.81,0.85,0,No,No,No,Yes,No,No
3,2.0,0,8,8,8,0,0,0,0,0,No,0,0.9,0.95,0,Yes,No,No,Yes,No,No
436,8.0,100,220,388,616,97,308,573,922,152,No,31,0.96,0.95,0,No,No,No,Yes,No,No
210,4.0,0,0,60,60,63,92,235,332,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
72,8.0,30,30,90,120,12,49,88,139,26,No,0,0.99,0.98,0,No,No,No,Yes,No,No
1494,8.0,0,0,0,0,11,154,268,419,64,No,0,1.0,0.86,0,No,No,No,Yes,No,No
8,9.0,0,7,10,16,5,14,25,46,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
7,2.0,0,0,0,0,1,1,1,1,0,No,0,0.15,0.1,0,Yes,No,No,Yes,No,No
68,2.0,38,9,51,93,5,67,130,184,14,No,9,0.9,0.92,0,No,No,No,Yes,No,No
17,4.0,15,14,14,28,6,15,32,50,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
23,8.0,3,0,0,0,1,5,11,13,3,No,0,1.0,0.99,0,No,No,No,Yes,No,No
-2,8.0,0,9,13,17,1,7,8,9,6,No,2,0.5,0.46,2,No,No,No,Yes,No,No
4,52.0,0,0,0,0,0,0,0,0,0,No,0,1.0,0.97,0,Yes,No,Yes,Yes,No,No
120,2.0,4,100,150,250,31,93,247,385,28,No,50,0.81,0.82,0,No,No,No,Yes,No,No
6,8.0,0,0,0,0,0,0,0,0,0,No,0,0.66,0.64,0,No,No,No,Yes,No,No
17,8.0,0,40,60,80,6,21,34,47,12,No,0,0.98,0.93,0,No,No,Yes,Yes,No,No
1089,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
30,9.0,0,0,0,0,1,1,1,3,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
513,8.0,266,1483,1983,2283,180,416,856,1671,199,No,43,0.82,0.81,0,No,No,No,Yes,No,No
0,2.0,0,2,2,2,0,0,0,0,0,No,2,0.16,0.1,0,Yes,No,Yes,Yes,No,No
0,3.0,0,3,5,7,3,5,6,9,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
-19,8.0,0,59,59,59,4,13,28,40,2,No,1,0.5,0.46,19,No,No,No,Yes,No,Yes
25,8.0,17,47,111,175,25,82,178,231,23,No,15,0.92,0.71,1,No,No,No,Yes,No,No
0,8.0,0,0,0,0,0,0,0,0,0,No,0,0.78,0.75,0,No,No,No,Yes,No,No
250,2.0,0,0,0,0,0,0,20,20,1,No,0,0.84,0.8,0,Yes,No,No,Yes,No,No
0,4.0,0,0,0,0,0,0,0,0,0,No,0,0.94,0.92,0,Yes,No,No,Yes,No,No
7,8.0,0,0,0,0,0,0,0,11,1,No,0,0.87,0.92,0,No,No,No,Yes,No,No
7,8.0,0,0,0,0,1,3,11,20,9,No,0,0.99,0.99,0,No,No,No,Yes,No,No
28,9.0,0,0,0,0,0,0,0,0,0,No,0,0.85,0.82,0,No,No,No,Yes,No,No
4,8.0,0,0,0,0,0,0,0,0,0,No,0,0.87,0.92,0,No,No,No,Yes,No,No
3,2.0,0,1,1,1,0,0,0,0,1,No,0,0.9,0.94,0,Yes,No,No,Yes,No,No
263,2.0,10,681,1131,1581,105,431,847,1292,122,No,144,0.33,0.32,0,No,No,No,Yes,No,No
7,8.0,0,0,0,0,0,0,0,0,0,No,0,0.83,0.83,0,No,No,No,Yes,No,No
1,8.0,2,4,4,5,0,2,8,13,0,No,1,0.96,0.88,0,No,No,No,Yes,No,No
11,8.0,0,0,0,0,0,0,0,0,1,No,0,0.99,0.96,0,No,No,No,Yes,No,No
3,12.0,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
21,8.0,3,61,85,109,14,38,73,107,72,No,4,0.32,0.54,0,No,No,No,Yes,No,Yes
10,12.0,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
8,,0,0,0,0,0,1,2,2,1,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
700,8.0,0,0,0,0,4,17,38,62,2,No,0,1.0,0.98,0,Yes,No,No,Yes,No,No
4,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
4,12.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,Yes,No,No,Yes,No,No
7,8.0,0,0,0,0,0,0,0,0,1,No,0,0.37,0.34,0,No,No,No,Yes,No,No
2,9.0,0,0,0,0,0,0,0,0,1,No,0,0.7,0.66,0,No,No,No,Yes,No,No
3,,0,0,0,0,0,0,0,0,1,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
12,2.0,0,0,0,0,0,0,0,0,1,No,0,0.99,0.96,0,No,No,No,Yes,No,No
2,8.0,0,3,3,6,0,0,2,4,2,No,3,0.84,0.86,0,No,No,Yes,Yes,No,No
316,8.0,0,0,0,0,0,0,0,0,0,No,0,0.95,0.77,0,No,No,No,Yes,No,No
7,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
500,2.0,0,0,0,0,0,0,0,0,0,No,0,0.68,0.75,0,No,No,No,Yes,No,No
12,9.0,0,0,0,0,0,0,0,0,0,No,0,0.85,0.82,0,No,No,No,Yes,No,No
284,8.0,7,250,250,500,37,147,286,442,56,No,0,0.98,0.98,0,No,No,No,Yes,No,No
1236,2.0,0,0,0,0,8,20,80,80,0,No,0,0.41,0.46,0,No,No,No,Yes,No,No
74,2.0,0,0,0,0,5,19,36,50,0,No,0,1.0,0.99,0,No,No,No,Yes,No,No
0,2.0,9,0,6,6,0,0,0,0,0,No,0,1.0,0.99,0,Yes,No,Yes,Yes,No,No
133,4.0,30,140,180,196,9,27,126,273,33,No,5,0.73,0.78,0,No,No,No,Yes,No,No
10,10.0,0,0,0,0,0,0,0,1,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
1,8.0,0,0,0,0,0,0,0,0,1,No,0,0.54,0.72,0,No,No,No,Yes,No,No
1,8.0,0,0,0,0,0,0,0,0,0,No,0,0.97,0.98,0,No,No,No,Yes,No,No
141,2.0,65,126,294,462,68,217,424,618,81,No,0,0.93,0.89,0,No,No,No,Yes,No,No
0,4.0,0,7,7,7,0,0,0,0,0,No,0,0.57,0.68,0,No,No,Yes,Yes,No,No
162,8.0,7,111,272,410,27,116,282,456,89,No,10,0.75,0.67,0,No,No,No,Yes,No,No
231,8.0,33,240,495,735,51,195,403,652,169,No,30,0.84,0.86,0,No,No,No,Yes,No,No
221522,2.0,50088,426396,878484,1330572,137141,423171,794862,1211268,78657,No,12,0.82,0.54,456,No,No,No,Yes,No,No
7,8.0,0,0,0,0,3,3,7,11,0,No,0,0.99,0.99,0,Yes,No,No,Yes,No,No
1084,6.0,143,1533,1869,2709,572,1501,2362,3455,1037,No,134,0.79,0.66,0,No,No,No,Yes,No,No
3,12.0,0,0,1,3,0,1,2,3,1,No,0,0.57,0.68,0,No,No,No,Yes,No,No
3,2.0,0,3,4,4,1,1,1,1,0,No,0,0.15,0.1,0,Yes,No,No,Yes,No,No
88,2.0,60,120,240,420,29,135,274,398,40,No,0,0.88,0.9,0,No,No,No,Yes,No,No
62,8.0,0,0,0,0,2,10,34,52,0,No,0,0.78,0.78,0,No,No,No,Yes,No,No
10,8.0,0,0,4,10,1,4,9,17,1,No,0,0.97,0.94,0,No,No,No,Yes,No,No
25,8.0,0,0,0,0,2,3,6,7,0,No,0,0.0,0.0,0,No,No,Yes,Yes,No,No
3,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,Yes,Yes,No,No
2,6.0,0,0,0,0,0,0,0,0,0,No,0,0.79,0.66,0,No,No,No,Yes,No,No
6,2.0,0,0,0,0,0,0,0,0,0,No,0,0.37,0.34,0,Yes,No,No,Yes,No,No
116,8.0,0,0,0,0,0,0,0,0,1,No,0,0.73,0.9,0,No,No,No,Yes,No,No
147,12.0,0,0,0,0,2,8,8,10,2,No,0,-99.0,1.0,0,No,No,No,Yes,No,No
12,8.0,0,6,16,24,3,8,15,29,15,No,0,0.4,0.41,0,No,No,No,Yes,No,No
101,,0,0,0,0,2,3,10,17,2,No,0,-99.0,-99.0,0,Yes,No,Yes,Yes,No,No
142,3.0,91,233,497,849,52,155,196,206,76,No,14,0.58,0.45,0,No,No,No,Yes,No,No
3,12.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,No,No,No,Yes,No,No
15,2.0,0,0,0,0,2,4,14,16,0,No,0,0.46,0.25,0,No,No,No,Yes,No,No
2,2.0,0,0,0,0,0,0,0,0,1,No,0,1.0,0.99,0,No,No,No,Yes,No,No
0,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
3,2.0,0,0,0,0,0,0,0,0,0,No,0,0.95,0.97,0,Yes,No,No,Yes,No,No
0,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
108,8.0,0,56,154,196,1,22,104,247,35,No,0,0.98,0.97,0,No,No,No,Yes,No,No
12,12.0,3,29,44,66,5,27,62,95,22,No,1,0.73,0.7,0,No,No,Yes,Yes,No,No
0,2.0,3,3,7,11,1,6,9,14,0,No,1,0.83,0.69,0,No,No,No,Yes,No,No
9,8.0,0,0,0,0,0,0,0,0,0,No,0,0.93,0.89,0,No,No,No,Yes,No,No
2,9.0,0,0,0,1,0,0,1,2,1,No,0,0.7,0.66,0,No,No,No,Yes,No,No
0,2.0,0,16,17,17,0,0,0,0,0,No,6,0.83,0.6,0,Yes,No,No,Yes,No,Yes
12,2.0,0,0,0,0,0,0,0,0,0,No,0,0.98,0.98,0,Yes,No,No,Yes,No,No
6,2.0,0,0,0,0,0,0,0,0,0,No,0,0.9,0.9,0,Yes,No,No,Yes,No,No
10,14.0,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
2,9.0,0,0,0,0,0,0,0,0,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
56,8.0,2,120,252,384,24,108,235,328,30,No,12,0.31,0.2,0,No,No,No,Yes,No,No
14,4.0,0,0,0,0,0,0,0,0,0,No,0,0.57,0.68,0,No,No,No,Yes,No,No
495,12.0,0,0,0,0,0,0,0,0,0,No,0,0.94,0.87,0,No,No,No,Yes,No,No
0,12.0,0,0,0,0,0,0,0,0,2,No,0,0.0,0.01,0,No,No,No,Yes,No,No
3,12.0,0,0,0,0,0,0,0,0,0,No,0,0.77,0.73,0,No,No,No,Yes,No,No
1009,8.0,370,2251,2251,2494,479,1055,2320,4472,295,No,65,0.54,0.54,0,No,No,No,Yes,No,No
2,4.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
59,8.0,1,70,70,70,8,19,62,93,24,No,70,0.44,0.64,0,No,No,No,Yes,No,No
14,52.0,0,0,0,0,1,1,5,10,1,No,0,1.0,1.0,0,Yes,No,No,Yes,No,No
3,2.0,0,0,0,0,0,0,0,0,0,No,0,0.37,0.34,0,Yes,No,Yes,Yes,No,No
61,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,No,No,No
0,2.0,1,12,20,20,0,0,0,0,1,No,0,0.91,0.85,0,Yes,No,Yes,Yes,No,No
8,4.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
335,,0,0,97,124,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
29,12.0,23,46,94,146,8,39,104,145,24,No,5,0.58,0.45,2,No,No,No,Yes,No,No
2,12.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.79,0,Yes,No,No,Yes,No,No
3,12.0,0,9,13,17,0,8,8,13,3,No,5,0.73,0.79,0,No,No,No,Yes,No,No
0,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
2,8.0,0,0,1,2,0,0,4,4,0,No,0,0.79,0.66,0,No,No,No,Yes,No,No
5,2.0,0,0,0,0,0,0,0,0,0,No,0,0.54,0.56,0,Yes,No,Yes,Yes,No,No
4910,52.0,0,0,0,0,0,0,5,26,0,No,0,0.94,0.87,0,Yes,No,No,No,No,No
0,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
157,8.0,0,0,0,0,0,0,1,1,1,No,0,0.73,0.76,0,No,No,Yes,Yes,No,No
0,4.0,0,0,0,0,0,0,0,0,0,No,0,0.22,0.15,0,No,No,No,Yes,No,No
5,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
81,4.0,0,0,0,40,14,48,69,103,3,No,0,0.97,0.97,0,No,No,No,Yes,No,No
646,2.0,0,0,0,0,1,6,13,13,12,No,0,0.83,0.8,0,No,No,No,Yes,No,No
3,12.0,0,0,0,0,0,0,0,0,0,No,0,0.77,0.73,0,No,No,No,Yes,No,No
2,4.0,0,0,0,0,0,0,0,0,0,No,0,0.7,0.66,0,No,No,No,Yes,No,No
489,8.0,86,684,1266,1751,144,536,1073,1783,182,No,2,0.84,0.86,0,No,No,No,Yes,No,No
102,12.0,13,400,600,800,122,306,633,960,52,No,0,0.94,0.87,1,No,No,No,Yes,No,No
24,12.0,0,0,0,0,1,1,1,1,0,No,0,0.66,0.74,0,Yes,No,No,No,No,No
659,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
44,8.0,0,0,0,0,1,3,6,11,0,No,0,0.99,0.99,0,No,No,No,Yes,No,No
40,,0,0,0,0,0,0,1,1,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
3,4.0,0,0,0,0,0,0,0,0,0,No,0,0.96,0.91,0,No,No,No,Yes,No,No
8,8.0,0,36,72,108,10,39,75,113,10,No,0,0.99,0.98,0,No,No,No,Yes,No,No
21,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
25,,0,0,0,0,0,1,1,1,2,No,0,-99.0,-99.0,0,Yes,No,No,No,No,No
23,2.0,0,0,0,0,2,7,10,13,0,No,0,0.75,0.83,0,No,No,Yes,Yes,No,No
12,2.0,0,0,0,0,0,0,0,0,0,No,0,0.84,0.82,0,No,No,No,Yes,No,No
0,4.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
46,4.0,42,66,157,201,21,78,159,204,17,No,0,0.73,0.78,0,No,No,No,Yes,No,No
46,52.0,0,0,0,0,0,0,2,2,0,No,0,0.94,0.95,0,Yes,No,No,No,No,No
35,15.0,0,500,500,500,3,3,23,48,3,No,500,0.81,0.78,0,No,No,No,Yes,No,No
614,4.0,272,315,700,945,103,480,987,1401,120,No,0,0.73,0.78,0,No,No,No,Yes,No,No
7,8.0,0,0,1,1,1,2,5,11,0,No,0,0.79,0.87,0,No,No,No,Yes,No,No
6,8.0,0,0,0,0,1,1,1,2,0,No,0,0.82,0.89,0,No,No,No,Yes,No,No
9,12.0,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
141,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
11,8.0,0,0,0,0,0,0,1,1,0,No,0,0.99,0.96,0,No,No,No,Yes,No,No
35,2.0,0,0,0,0,7,17,44,69,0,No,0,0.78,0.75,0,No,No,No,Yes,No,No
0,4.0,0,5,8,9,0,0,0,0,0,No,0,0.7,0.66,0,Yes,No,No,Yes,No,No
4,,0,110,179,237,40,40,148,284,124,No,0,-99.0,-99.0,40,No,No,No,Yes,No,No
13,12.0,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
15,4.0,0,0,0,0,0,0,0,0,1,No,0,0.22,0.15,0,Yes,No,No,Yes,No,No
83,2.0,7,132,253,373,43,107,221,318,60,No,24,0.13,0.17,0,No,No,No,Yes,No,No
7,9.0,0,0,0,0,0,1,1,2,0,No,0,0.94,0.83,0,Yes,No,No,Yes,No,No
0,12.0,0,0,0,0,0,0,0,0,0,No,0,0.7,0.76,0,No,No,No,Yes,No,No
215,4.0,87,126,305,455,38,163,338,491,39,No,0,0.73,0.78,0,No,No,No,Yes,No,No
20,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,No,No,No
149,8.0,0,1020,1224,1520,277,455,702,960,59,No,59,0.16,0.1,0,No,No,Yes,Yes,No,No
229,,0,0,0,0,2,5,10,16,1,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
23,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,Yes,Yes,No,No
559,4.0,216,326,641,830,74,329,653,1165,63,No,0,0.73,0.78,0,No,No,No,Yes,No,No
12,,0,14,14,14,0,0,0,0,0,No,0,-99.0,-99.0,0,Yes,No,No,Yes,No,No
18,8.0,0,0,0,0,0,0,1,1,2,No,0,0.34,0.57,0,Yes,No,No,Yes,No,No
603,2.0,86,1142,2052,3092,370,1401,2116,3014,281,No,24,0.43,0.43,0,No,No,No,Yes,No,No
35,4.0,0,0,0,0,3,9,10,10,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
1,9.0,0,0,0,0,0,0,0,0,1,No,0,0.99,0.99,0,No,No,No,Yes,No,No
2,9.0,0,0,0,0,0,0,0,0,1,No,0,0.7,0.66,0,No,No,No,Yes,No,No
15,4.0,0,0,0,0,0,0,0,0,1,No,0,0.73,0.78,0,No,No,No,Yes,No,No
0,8.0,8,2,8,14,2,7,17,19,2,No,0,0.78,0.89,0,No,No,No,Yes,No,No
0,8.0,0,0,0,0,0,0,0,0,0,No,0,0.48,0.36,0,No,No,No,Yes,No,No
33,8.0,0,43,86,129,5,33,82,122,0,No,0,0.99,0.97,0,No,No,No,Yes,No,No
4,14.0,0,0,0,0,0,0,0,0,0,No,0,0.89,0.9,0,No,No,No,Yes,No,No
14,8.0,0,0,0,0,0,0,0,0,1,No,0,0.96,0.92,0,No,No,No,Yes,No,No
27,2.0,0,0,0,0,0,4,8,35,0,No,0,0.96,0.96,0,No,No,No,Yes,No,No
3,8.0,0,0,0,0,0,0,0,1,3,No,0,0.56,0.68,0,No,No,No,Yes,No,No
11,2.0,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
51,8.0,0,60,102,120,6,34,57,91,0,No,6,0.69,0.77,0,No,No,No,Yes,No,No
7,2.0,0,0,0,0,0,0,0,0,0,No,0,1.0,1.0,0,No,No,Yes,Yes,No,No
10,12.0,1,200,300,400,49,151,261,307,29,No,0,0.94,0.87,0,No,No,No,Yes,No,Yes
363,8.0,0,0,0,0,0,0,3,4,2,No,0,1.0,0.99,0,No,No,No,Yes,No,No
8,4.0,0,0,0,0,0,0,0,0,0,No,0,0.73,0.78,0,No,No,No,Yes,No,No
13,3.0,0,5,13,21,0,6,16,29,3,No,0,0.75,0.66,0,No,No,Yes,Yes,No,No
766,8.0,520,1478,2576,3406,399,1241,2093,3085,376,No,125,0.77,0.47,0,No,No,No,Yes,No,No
60,,0,0,0,0,0,0,0,0,1,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
-25,2.0,164,2030,3570,4760,853,2044,3603,5056,250,No,0,0.73,0.7,0,No,No,No,Yes,No,No
207,12.0,178,110,440,550,49,256,692,1184,69,No,0,0.73,0.79,0,No,No,Yes,Yes,No,No
55,2.0,0,100,200,350,35,80,106,126,19,No,0,1.0,0.91,0,No,No,No,Yes,No,No
17,8.0,1,15,35,55,2,27,62,81,12,No,5,0.5,0.46,0,No,No,No,Yes,No,No
6,8.0,0,0,0,0,0,0,2,2,0,No,0,0.68,0.78,0,No,No,No,Yes,No,No
360,2.0,0,204,204,204,78,212,355,569,78,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
2539,,0,2000,2969,3887,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
1,8.0,1,0,0,1,0,0,2,2,0,No,0,0.99,0.96,0,No,No,No,Yes,No,No
239,8.0,0,0,0,0,1,4,7,11,1,No,0,1.0,1.0,0,No,No,No,Yes,No,No
13,12.0,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
5,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
8,,0,0,0,0,0,0,2,3,1,No,0,-99.0,-99.0,0,No,No,Yes,No,No,No
1,8.0,0,0,0,0,0,0,0,0,0,No,0,0.83,0.85,0,No,No,No,Yes,No,No
14,2.0,0,0,0,0,0,0,0,0,0,No,0,0.33,0.24,0,Yes,No,No,Yes,No,No
10,2.0,0,0,0,0,0,0,0,0,0,No,0,0.54,0.56,0,Yes,No,No,Yes,No,No
5,9.0,3,0,0,0,0,2,4,5,0,No,0,0.85,0.82,0,No,No,No,Yes,No,No
2,8.0,0,0,0,0,0,0,0,0,0,No,0,0.82,0.84,0,No,No,No,Yes,No,No
1,9.0,0,4,4,4,0,0,0,0,0,No,0,0.7,0.66,0,No,No,Yes,Yes,No,No
372,2.0,0,0,0,0,5,17,39,59,2,No,0,0.98,0.91,0,No,No,Yes,Yes,No,No
2,8.0,0,0,0,0,0,0,0,0,2,No,0,0.79,0.9,0,No,No,No,Yes,No,No
10,12.0,0,0,0,0,0,0,0,0,1,No,0,0.48,0.48,0,Yes,No,No,Yes,No,No
7,8.0,0,4,8,11,0,0,0,0,0,No,0,0.82,0.81,0,No,No,No,Yes,No,No
30,8.0,0,0,0,0,1,4,7,10,0,No,0,0.96,0.91,0,No,No,No,Yes,No,No
64,8.0,2,0,0,0,5,18,58,107,17,No,0,0.83,0.86,0,No,No,No,Yes,No,No
0,2.0,0,0,0,0,0,0,0,0,0,No,0,0.22,0.21,0,No,No,No,Yes,No,No
71,10.0,71,280,420,616,116,284,450,621,111,No,28,0.77,0.84,45,No,No,Yes,Yes,No,No
0,8.0,0,0,0,0,0,0,0,0,0,No,0,1.0,0.99,0,No,No,Yes,Yes,No,No
62,4.0,8,40,80,130,6,32,83,142,22,No,5,0.84,0.86,0,No,No,No,Yes,No,No
12,12.0,0,0,0,0,1,1,17,24,0,No,0,0.77,0.73,0,Yes,No,No,Yes,No,No
352,8.0,0,0,0,0,11,30,80,135,15,No,0,0.98,0.98,0,No,No,No,Yes,No,No
207,14.0,0,191,481,795,78,272,594,887,55,No,3,0.65,0.71,0,No,No,No,Yes,No,No
0,8.0,0,272,312,312,0,0,0,0,15,No,0,0.0,0.0,0,Yes,No,No,Yes,No,No
-271,8.0,0,8250,8250,19250,551,4294,7809,14128,1084,No,0,0.0,0.0,271,No,No,No,Yes,No,Yes
167,4.0,208,337,661,949,40,156,240,264,24,No,11,0.73,0.78,0,No,No,No,Yes,No,No
21,9.0,9,1,1,1,0,3,9,21,0,No,0,0.85,0.82,0,No,No,No,Yes,No,No
14,52.0,0,0,0,0,0,1,2,3,0,No,0,0.98,0.97,0,Yes,No,No,Yes,No,No
105,8.0,0,0,0,0,1,3,7,13,26,No,0,0.73,0.76,0,No,No,No,Yes,No,No
9,8.0,0,0,0,0,0,0,0,0,0,No,0,1.0,0.98,0,No,No,No,Yes,No,No
49,,0,0,0,0,0,0,0,0,0,No,0,-99.0,-99.0,0,No,No,No,Yes,No,No
